F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
24.98,-4.55,13.28,0.61,-9,-780.54,55.84,Europe,2,2074.74,-324.12,16,-2035.16,-21.06,Low,22105.56,0
0.13,-1.05,5.76,2.65,-6.32,-826.11,49.84,Europe,3,2558.13,-453.06,14,-2067.84,-33.29,Very high,19926.48,0
0,2.9,3.74,4.57,-13.16,-826.47,92.92,Rest,1,1561.23,-241.71,10,-1799.78,-20.22,Very high,22205.46,86.63
0.56,2.73,11.52,6.34,-0.08,-851.82,162.6,Rest,2,580.77,-241.26,8,-482.94,-13.82,Very low,-23150.67,3679.04
1.01,1.17,22.16,5.79,-15.04,-701.64,128.1,Europe,6,1220.25,-343.38,8,-2029.9,-20.76,High,34115.64,1645.33
24.58,1.41,11.46,0.79,-10.42,-615.18,186.98,UK,4,2398.08,-408.27,6,-2086.82,-16.74,Very low,72413.85,405.89
2.32,-0.42,2.92,3.35,-6.08,-824.31,48,Rest,5,1365.24,-404.16,12,-2115.08,-19.2,Low,24760.38,0
0.09,0.9,3.86,4.11,-16.46,-752.64,163.36,USA,3,1611.27,-412.2,8,-2273.34,-24.82,Medium,19092.3,421.99
0.07,-1.43,1.14,9.07,5.46,-872.73,188.32,Rest,5,21.78,-330.51,6,-2605.92,-19.09,High,12272.94,3603.49
0.49,1.59,19.76,6.27,-1.66,-841.53,191.26,Rest,1,998.88,-476.04,8,-1348.64,-15.14,Low,24067.98,3739.21
16.49,0.04,3.22,4.64,-10.56,-887.67,87.92,Europe,4,964.86,-367.2,12,-2029.88,-21.62,Low,23795.61,0
26.91,0.92,9.62,2.83,-14.3,-838.38,202.64,UK,1,1282.86,-358.29,8,-2146.54,-23.04,Medium,17989.41,1187.77
0,5.93,4.2,4.86,-12.26,-767.25,106.3,Europe,3,662.79,-349.08,8,-1655.26,-23.03,Very high,24763.65,552.5
67.31,-2.39,13.82,6.22,-10.48,-726.84,128.42,USA,4,-225.33,-272.37,6,-1743.68,-20.68,Low,24858,2093.67
0.1,1.89,0.68,4.9,-14.38,-801.15,197.76,USA,7,1666.71,-406.92,2,-2386.86,-19.59,Low,20905.92,1329.66
0.33,3.29,3.82,11.26,-9.7,-476.19,156.48,USA,5,564.66,-342.84,8,-1751.36,-18.5,High,21138.54,2364.45
0.15,-1.99,25.22,3.7,-4.14,-818.61,87.98,Rest,4,88.23,-247.02,2,-2329.1,-23.02,Very high,22589.73,3778.21
0,2.34,4.06,6.2,-1.56,-819.84,69.04,UK,3,1726.77,-440.04,0,-2564.36,-6.74,Very high,11922.93,832.14
106.87,2.1,11.14,2.64,-22.22,-926.58,161.68,Europe,6,1031.82,-414.12,10,-2987.62,-36.32,Medium,29777.04,339.11
6.99,4.14,7.58,0.63,-2.58,-625.38,83.6,Rest,6,2226.75,-291.99,8,-2435.08,-20.57,High,22267.56,0
0.07,3.73,9.68,3.34,-10.12,-876.12,102.46,USA,3,2195.16,-447.99,10,-2625.48,-19.36,Very high,23253.99,69.17
38.74,2.13,2.08,3.16,-0.24,-868.2,124.32,UK,4,1087.86,-489.48,12,-1926.8,-17,Low,27788.16,0
1.92,4.7,6.36,2.31,-6,-818.94,109.38,Europe,0,749.67,-300.9,14,-3041.54,-20.19,Very low,48552.09,0
7.55,1.77,12.3,12.37,-11.16,-829.92,59.94,Europe,8,2078.82,-386.85,6,-2285.9,-20.44,Very low,12144.84,860.66
23.83,1.6,4.02,5.82,-5.36,-829.86,63.48,Rest,0,1642.83,-344.28,8,-2131.92,-20.27,Low,4890.57,0
1.4,5.82,8.96,7.75,-13.48,-778.17,168.64,Europe,4,1571.04,-372.54,8,-1744.24,-20.31,Very high,24442.26,1274.75
333.46,2.04,5.88,2.53,-13.9,-712.53,112.18,Rest,4,146.43,-342.66,8,-1613.78,-17.7,High,23412.57,2006.96
3.22,5.49,8.74,9.3,-8.74,-739.11,60.34,USA,6,1453.5,-447.3,4,-2399.76,-21.9,Medium,-6062.16,1277.18
0.13,1.69,3.42,7.09,-18.44,-754.71,146.28,USA,8,-639.33,-337.62,10,-1737.56,-18.75,Very high,6960.84,2551.35
103.06,-3.23,8.76,7.2,3.18,-760.47,136.82,USA,1,360.69,-406.35,4,-2667.08,-20.89,Very high,23764.53,1444.47
2.01,-5.7,5.2,10.31,-5.78,-726.42,104.48,UK,4,73.71,-307.35,6,-2563.92,-20.91,Very high,8944.38,2551.77
42.09,5.25,4.78,2.91,-8.12,-785.94,50.62,Europe,2,3055.86,-330.63,10,-1594.36,-19.33,Low,27997.8,0
2.95,4.51,3.76,1.26,-14.56,-799.83,70.66,Europe,4,74.64,-299.67,2,-2902.5,-15.66,Very high,23368.38,139.45
0.67,0.08,22.46,1.21,-6.18,-805.8,49.08,UK,3,1317.99,-469.02,8,-1708.58,-21.74,Very low,53318.94,451.7
1.27,-3.86,11.76,11.17,-17.26,-810.87,209.96,USA,5,3642.15,-197.67,0,-1370.66,-21.99,Very high,27399.75,3439.79
0.03,-3.18,6.26,0.29,-14.82,-892.71,84.52,Europe,3,1332.18,-202.53,10,-1560.52,-16.66,High,5459.97,19.96
2.95,-3.72,2.04,1.5,-18.44,-890.73,163.54,UK,5,2809.41,-401.19,8,-2569.56,-22.27,Very high,28269.6,0
140.39,-1.24,11.44,2.52,-18.82,-807.12,-8.62,UK,6,2224.32,-553.17,8,-2227.88,-27.54,Very low,31577.01,0
0.01,-3.29,7.78,7.18,-16.16,-728.94,137.12,USA,4,2999.04,-380.49,10,-1856.72,-19.02,Very high,24622.05,1073.28
87.52,3.33,4.04,12.75,0.42,-705.33,156.42,USA,3,1722.81,-341.07,6,-3372.22,-19.98,Medium,35955.72,908.4
0.62,1.62,3.18,4.06,-15.16,-853.95,253.5,USA,2,1402.05,-576.06,4,-1674.96,-18.04,Very low,17820.51,1321.95
0.77,-0.37,11.14,1.71,-2.6,-849.81,177.6,USA,3,1551.72,-324.45,6,-3254.92,-19.39,Very low,41377.17,0
0.68,2.08,19.36,1.77,-12.2,-802.83,161.98,USA,3,671.91,-350.22,8,-1367.88,-18.71,High,44794.17,2250.93
1.11,-2.98,4.14,5.38,-13.94,-910.23,126.18,Europe,4,-522.33,-317.82,8,-3114.76,-25.12,Very high,28299.21,447.14
0.96,-2.29,6.2,6.33,-8.28,-895.47,57.16,Rest,3,2176.59,-313.98,10,-2810.12,-9.48,Low,29419.23,0
87.54,3.67,5.32,5.73,-11.38,-505.74,113.4,Rest,6,1356.36,-305.16,10,-2078.22,-22.42,Very low,50637.72,377.3
2.01,-0.39,13.54,1.7,-12.48,-679.2,86.46,UK,7,1510.83,-340.02,16,-1918.24,-18.95,Very high,11046.3,883.27
6.07,-0.09,8,3.09,-3.08,-812.88,101.26,UK,3,386.37,-491.61,8,-3065.7,-22.49,High,23813.91,0
0.32,0.66,6.34,6.37,-6.94,-836.91,60.16,Rest,3,838.53,-360.09,6,-1494.7,-29.64,Very high,26650.2,2544.04
0.83,-2.16,11.52,6.49,-8.76,-811.8,121.82,UK,4,1402.32,-372.45,6,-2412.82,-25.55,Very high,34393.86,2369.29
0.01,-5.09,5.42,7.15,-14.78,-827.58,111.28,Europe,3,-529.56,-400.29,8,-2236.1,-22.98,Low,28804.56,494.71
0.39,-1.72,3.16,2.02,-19,-813.54,155.3,UK,3,1192.74,-153.6,8,-2682.96,-18.55,Very low,26775.84,0
0.49,-0.42,3.9,6.73,-17.92,-695.64,117.44,USA,2,2249.58,-269.13,4,-948.36,-20.6,Very low,4396.86,764.78
0.29,1.67,6,4.79,-0.82,-798.57,98.9,UK,3,1681.65,-299.16,4,-2079.36,-16.45,Very low,6776.82,0
42.04,3.18,6.64,8.88,-6.86,-547.26,120.26,Europe,3,3033.18,-479.13,6,-1482.92,-30.53,Low,23471.94,396.84
0.92,-5.4,4.54,3.92,-1.62,-896.25,275.8,Rest,5,2193.18,-198.63,8,-1495.56,-19.72,High,36980.91,3666.01
0.01,-5.74,7.2,10.82,-3.2,-861.72,126.44,Rest,5,1566.6,-352.74,8,-2040.82,-16.59,Very low,31075.95,2736.88
0.23,2.17,9.34,0.39,-4.8,-889.05,134.94,USA,4,442.92,-273.63,4,-1692.2,-21.95,Very high,25232.97,1616.27
2.2,-2.59,1.26,0.78,-3.34,-893.88,145.1,Rest,4,1283.46,-374.04,8,-2679.08,-18.59,High,28795.14,0
0.17,-0.89,2.06,1.3,-21.76,-719.22,145.84,Europe,5,1558.83,-316.89,2,-1331.78,-23.48,Very low,21394.14,336.25
1.23,-4.12,8.54,8.76,-5.9,-579.39,140.18,Europe,2,975.84,-536.13,6,-1479.14,-20.14,Very low,14772.12,790.97
2.54,-2.22,6.88,0.78,-15.08,-724.38,58.46,Rest,4,1739.76,-435.96,14,-1766.16,-19.51,Very low,9795.3,0
0.02,4.47,11.04,6.55,-7.88,-589.89,44.06,USA,2,765,-328.83,10,-2533.5,-21.09,Low,37129.71,0
0.52,-1.65,13.66,3.71,-5.32,-926.34,91.22,Europe,3,911.94,-353.67,10,-3215.32,-15.23,High,38067.42,83.31
0.66,-5.61,10.88,7,-14.32,-853.11,161.9,Rest,6,1713.42,-535.77,6,-2885.3,-14.51,Very low,51491.91,2189.38
0.63,1.08,14.06,3.54,-12.64,-967.32,171,UK,5,1671.81,-307.77,4,-1912.62,-21.27,Very high,27870.99,2834.49
0.07,-3.85,11.64,5.31,-5.5,-853.89,103.5,USA,7,292.47,-263.79,8,-1378.24,-21.39,Very low,9704.73,1806.31
0,1.57,9.58,6.68,2.96,-820.62,141.42,Rest,5,819.9,-204.24,10,-2371.48,-21.85,Very low,22048.17,1789.7
14.6,-1.07,5.4,2.01,-10.22,-843.09,230.96,USA,0,-1743.24,-326.01,8,-1957.4,-20.41,Low,16704.75,1409.08
5775.48,-1.98,17.72,5.01,-4.26,-679.11,65.54,Europe,6,2094.48,-259.11,0,-1890.28,-20.62,Very high,30973.83,1302.46
0.03,-2.99,11.34,3.09,-0.92,-549.87,159.98,USA,4,1070.04,-388.14,10,-2403.46,-21.42,High,18585.99,1082.86
0.01,-2.72,11.72,4.21,-2.06,-719.28,243.6,Rest,3,1199.88,-236.28,10,-1799,-8.39,Low,19974.81,3460.24
0.18,1.97,3.26,5.01,-7.72,-691.95,84.18,Rest,4,195.99,-305.58,4,-1796.06,-28.67,Medium,16542.66,1842.27
0,-3.02,4.42,1.34,-2.74,-806.97,287.38,UK,8,440.64,-278.34,12,-2856.78,-21.31,Very low,48239.4,1909.21
0.03,0.24,0.92,8.19,-12.3,-803.43,167.44,Europe,1,1767.9,-410.55,14,-3190.88,-26.3,Very low,22786.02,0
3.27,0.69,5.16,3.54,-11.18,-814.35,106.38,Rest,3,1573.41,-276.69,12,-1655.18,-29.54,Very high,23158.86,363.98
0.09,-0.87,4.1,4.35,-1.12,-942.06,89.24,Rest,4,-27.78,-394.56,12,-2756.92,-22.27,High,67697.49,58.02
34.2,0.57,5.96,1.49,-5.48,-821.82,156.18,Europe,1,1350.33,-357.69,4,-3268.74,-22.52,High,18688.68,0
19.55,3.83,2.68,2.39,-3.74,-985.56,156.1,Rest,4,2236.41,-291.78,12,-2887.68,-13.71,Very low,17651.58,0
0.42,-1.91,4.94,2.48,-10.9,-631.08,192.82,USA,6,45.15,-337.65,8,-423.7,-16.67,Low,30406.71,2350.35
3.39,3.02,12.44,0.91,-2.52,-816.27,120.36,USA,4,1895.46,-339.36,10,-1636.32,-24.75,Medium,-7074.72,546.57
2.92,0.23,3.26,4.57,-11.5,-911.94,128.96,UK,5,404.7,-456.15,6,-1968.56,-19.03,High,25045.23,2006.39
0.32,-2.41,4.32,5.85,-3.68,-832.74,124.66,Europe,2,537.93,-571.68,10,-2102.18,-30.25,Low,35832.42,138.26
0.2,-1.37,2.22,1.82,-11.26,-949.77,193.1,UK,5,2242.08,-153.84,12,-2570.78,-23.49,High,23208.6,0
0.08,-1.79,7.56,1.97,-10.02,-699.54,93.38,USA,7,2009.01,-378.15,2,-915.8,-19.39,Very low,34904.73,1192.01
0.06,-3.78,6.58,3,-12.86,-917.91,122.92,Rest,4,2234.61,-255.45,8,-1880.3,-11.27,High,-208.47,578.19
0,-4.04,2.46,23.39,-7.8,-953.73,199.38,Europe,7,880.29,-286.65,2,-1208.12,-21.7,Medium,10192.26,3960.01
2.93,0.66,31.84,2.91,-2.18,-714.66,221.4,Europe,3,1031.55,-373.41,8,-3286.18,-21.59,Low,51586.26,1342.36
2.09,0.41,10.4,14.15,-4,-878.88,75.02,Europe,2,1420.05,-297.3,6,-2362.56,-21.97,Low,38555.28,659.99
0.3,0.95,5,2.98,1.5,-786.87,89.68,UK,5,1907.19,-291,8,-2525.5,-5.13,Very low,16867.95,0
7.08,0.72,33.04,6.67,4.36,-860.4,148.94,USA,3,48.93,-435.36,4,-3550.98,-28.41,Low,28750.23,2617.82
0.05,-2.8,9.24,6.08,-12.14,-853.14,49.82,UK,6,1651.2,-492.12,8,-2228.48,-25.36,Low,23150.07,140.01
0.12,-2.25,1.06,1.51,-14.32,-1105.59,145.4,UK,7,2760.57,-398.4,10,-2843.38,-16.29,High,22944.99,0
2.36,4.25,1.5,3.72,-15.44,-885.6,67.28,USA,5,2395.83,-193.47,12,-2027.62,-21.86,Low,26661.6,0
0.69,-5.16,11.2,2.65,-4.76,-726.24,111.66,USA,4,1374,-300.93,2,-1684.86,-21.2,High,40664.73,1536.32
2.87,1.05,8.6,4.98,-11.22,-1055.1,200.2,Europe,9,1527.3,-379.17,10,-2267.5,-16.14,Very low,17199.36,831.17
23.65,-0.93,5.58,5.59,-19.4,-873.57,71.48,UK,6,1066.35,-445.41,4,-2422.08,-18.84,Very high,47679.93,1684.39
6.05,-6.8,10.26,3.34,-4.24,-843.27,255.48,Rest,5,1239.63,-291.54,2,-1986.72,-19.82,High,36848.88,3779.05
0.27,-0.57,16.76,0.6,-7.42,-744.36,227.18,Rest,2,2628.09,-274.08,8,-2644.1,-22.62,Very low,23338.41,418.84
0.34,-0.44,3.74,5.42,-11.72,-873.78,199.3,Rest,4,2190.09,-369.54,10,-1924.76,-19.62,Medium,68793.63,1510.38
0.08,5.13,3.58,5.65,-18.98,-802.68,93.84,Rest,1,2028,-394.11,4,-2992.54,-21.32,Medium,15426.24,0
3,-0.45,10.82,3.5,-11.06,-976.95,124.46,Rest,8,1902.12,-369.27,4,-1897.44,-24.7,High,16012.95,3513.19
40.25,1.39,6.72,2,-6.98,-1006.98,130.06,USA,2,1677.48,-294.93,6,-2435.04,-27.47,Very low,27510.21,0
0.17,-3.11,8.24,5.84,-4.42,-1070.34,34.74,Europe,8,1454.25,-200.37,10,-2882.52,-21.43,High,25985.64,143.08
1.24,-5.82,11.8,4.66,-4.1,-871.32,94.68,Rest,6,1995.12,-279.96,10,-2401.08,-19.51,Medium,36482.25,709.43
0.42,-5.26,9.54,6.23,-17.54,-746.73,192.44,Rest,3,2581.38,-517.59,4,-3317,-17.18,Very low,36069.33,357.9
2.11,-1.02,25.04,2.99,-1.14,-794.58,89.62,Europe,3,2087.55,-260.55,10,-2569.88,-16.48,High,38942.16,439.15
15.66,0.08,8.32,5.54,-10.1,-903.84,227.38,UK,5,1054.38,-165.57,10,-1349.58,-27.88,Medium,31936.44,2830.23
0,-0.33,11.1,5.28,-17.8,-887.4,118.86,Europe,5,154.92,-396.24,6,-2294.94,-9.79,Very low,17059.14,679.06
1.44,0.5,2.28,11.43,-5.24,-729.45,100.66,Rest,1,1537.89,-475.2,4,-2391.2,-19.28,High,24804.63,1433.63
0,-0.5,16.4,7.55,-2.6,-809.37,100.54,Europe,3,984.3,-366.45,14,-2146.9,-22.06,Medium,29579.79,554.61
2.04,-1.83,2.96,2.73,-14.22,-896.7,24.02,USA,4,3138.27,-403.32,12,-1296.12,-22.76,Very high,23649.06,0
0.25,5.01,8.46,2.41,3.98,-928.23,60.8,UK,3,1815.21,-253.23,8,-2161.3,-17.53,Low,21962.82,0
0.65,-0.65,13.46,5.22,-10.16,-740.58,137.3,Europe,3,847.26,-355.23,12,-1721.58,-15.76,Very high,5633.37,922.76
0.31,-3.33,8.3,3.18,-4.48,-862.08,153.64,UK,5,1603.89,-182.91,4,-2861.54,-20.12,High,15682.59,1394.41
1.91,-1.28,4.06,1.23,-5.28,-1101.42,139.88,Europe,5,1291.74,-246.21,6,-2375.1,-22.31,High,25977.99,222.73
0,-2.78,6.52,7.53,-15.44,-831.48,83.18,Europe,8,3172.62,-345.36,8,-2577.3,-18.05,Very low,28580.49,57.91
12.59,-3.8,3.34,1.82,-8.38,-854.58,110.94,Europe,6,1179.3,-329.07,10,-989.44,-23.33,High,23397.39,464.28
0.32,-0.84,7.88,1.92,-16.54,-834.66,142.54,Rest,2,1639.83,-429.81,2,-1398.74,-16.41,Low,24885.51,1563.3
0.33,8.32,3.7,6.24,5.32,-828.78,51.18,UK,3,929.64,-350.34,8,-2059.68,-20.19,Very high,24187.74,227.74
0.25,1.4,12.22,17.17,-2.9,-713.19,85.02,Rest,4,15.57,-214.44,4,-2552.12,-20.93,Low,36629.52,3774.02
10,-1.36,2.56,0.99,-4.7,-616.62,244.74,Europe,7,1309.35,-197.43,12,-1860.48,-27.54,Medium,15548.19,583.84
0.02,-2.4,5.96,1.01,-7.24,-835.08,96.56,Europe,3,377.28,-342.06,6,-2388.78,-19.75,Very low,31608.9,0
0.2,-1.06,15.76,1.59,-8.24,-533.61,91.82,Rest,3,1147.74,-288.48,12,-1953.28,-20.59,Very high,29034.12,1179.69
7.21,-6.26,9,5.2,-9,-783.78,24.38,UK,6,171.36,-384.21,6,-1685.44,-30.38,Very low,35347.23,991.99
9.72,6.78,1.2,1.31,-4.12,-808.65,109.14,UK,4,1667.97,-442.71,4,-1723.22,-18.55,Medium,29366.7,0
0.01,-1.03,0.96,4.06,-3.44,-1007.46,148.38,Europe,3,1158.06,-454.65,8,-2315.52,-16.84,Very low,25459.44,0
0.96,3.98,7.42,5.99,-16.76,-788.13,228.72,USA,1,737.91,-459.6,6,-1832,-21.24,Low,23993.19,1673.54
3.12,-0.63,14.74,2.68,-7.5,-1063.05,111.7,Europe,6,-734.16,-145.71,6,-2247.78,-17.82,Very low,5602.56,843.72
0.24,-2.28,13.98,0.57,-5.52,-398.22,143.66,USA,5,224.43,-456.3,10,-1763.74,-19.06,Very low,8469.42,1052.74
79.74,2.55,2.76,6.28,-3.48,-648.78,76.34,UK,3,1304.04,-426.51,6,-2309.42,-28.97,High,31788.72,0
0.03,-0.36,8.72,3.36,-14.28,-668.1,68.06,Europe,5,541.56,-174.69,8,-2816.88,-17.16,Very low,24032.97,0
0.35,-6.44,4.86,5.88,-11.92,-788.73,107.7,UK,2,1192.5,-328.23,4,-2122.34,-21.16,High,22700.25,1075.23
0.31,7.4,13.94,1.19,-4.06,-821.82,128.3,Rest,5,481.92,-357.24,8,-1723.98,-22.14,Low,27153.21,2624.78
1.18,0.9,10.04,1.49,-3.22,-849.66,122.86,Europe,2,280.98,-332.1,12,-2483.64,-21.79,Low,27745.2,0
1.12,-0.14,21.1,4.13,-2.28,-880.11,59.16,UK,2,1710.93,-318.54,6,-1620.82,-17.83,High,21216.69,2119.64
0,-0.2,6.86,4.04,2.46,-890.76,158,USA,5,1679.67,-248.22,8,-2672.14,-20.68,Very low,15695.52,287.98
973.36,-1.58,3.16,0.89,-8.98,-795.84,86.46,Europe,2,1003.11,-254.52,2,-2424.28,-19.15,Low,52149.51,0
0.71,-0.01,15.66,2.19,-7.44,-765.57,119.2,Europe,3,896.85,-305.31,4,-2909.26,-20.51,Low,24446.85,288.54
0,-0.53,8.14,0.99,-14.72,-832.44,18.88,Rest,4,-319.86,-406.35,8,-2884.14,-21.04,Very low,8392.5,0
24.35,-0.35,6.92,0.32,-15.72,-1093.2,100.18,UK,4,2470.98,-445.32,6,-1999.68,-21.51,Medium,28317.45,0
0.03,2.69,25.86,4.27,-4.4,-791.07,218.2,USA,6,379.74,-354.33,8,-1271.02,-17.49,Low,26144.4,3754.54
0.82,-2.55,29.66,2.76,-17.66,-723.81,87.78,USA,1,-141.42,-407.07,4,-1262.56,-19.74,Very high,47617.5,3040.28
240.95,-0.9,5.02,2.61,-11.46,-832.44,102.12,USA,6,2352.81,-338.4,4,-2459.02,-13.23,Very low,32740.32,0
78.66,0.88,9.54,6.92,-14.36,-862.44,76.22,Rest,9,-208.53,-468.69,2,-2668.32,-16.16,High,28324.89,3712.44
0,-0.57,10.06,1.42,-13.18,-676.38,48.66,USA,5,959.16,-451.59,4,-2715.14,-22.44,Medium,18873.3,139.07
2.3,2.08,4.2,2.56,-0.34,-882.78,167.74,Rest,2,451.5,-413.55,2,-2090.76,-19.3,Very high,30822.36,2905.21
5.3,0.21,2.58,0.65,-7.88,-873.09,163.46,Europe,4,956.01,-366.42,10,-2087.14,-22.14,High,27023.4,148.1
3.02,1.5,23.84,4.6,-11.7,-795.87,76.86,Rest,2,2182.11,-149.19,6,-2348.82,-24.97,High,17300.91,2423.24
3.21,1.25,9.96,7.87,2.78,-760.77,-0.04,UK,5,-231.48,-494.01,6,-2125.92,-18.37,High,5989.86,1939.06
3.52,0.49,8.6,0.33,-2.8,-987.99,189.14,Rest,3,97.89,-327.24,6,-1714.64,-24.4,Very high,24200.49,3465.82
0.02,2.21,3.34,1.29,-14.24,-677.94,196.1,UK,5,1289.25,-386.79,6,-1635.4,-29.43,Low,28955.61,1545.04
1.26,1.53,7.2,2.15,-17.9,-935.34,78.32,Rest,6,500.16,-297.45,4,-3091.38,-20.74,Very low,19957.44,0
0.98,1.48,6.52,4.56,-12.86,-794.64,128.52,Rest,2,-181.14,-506.22,6,-2248.54,-21.53,High,30832.65,2226.12
16.5,2.53,2.76,2.15,-8.72,-754.26,223.98,Europe,2,1313.46,-293.97,6,-1114,-19.91,Very low,36141.21,475.87
0.02,0.51,3.68,7.53,-8,-674.37,175.12,USA,4,2128.35,-396.03,6,-2567.28,-25.5,Very high,5142.09,1272.34
2.27,2.02,5.3,2.54,-13.54,-783.27,120.08,USA,5,1887.21,-297.63,6,-1844.32,-19.7,Very high,25854.42,908.87
36.52,4.63,3.1,3.33,-3.44,-655.47,102,UK,3,1469.13,-155.22,6,-1510.64,-29.63,High,10968.15,457.69
0.03,-0.9,14.52,2.5,-9.32,-802.32,148.34,UK,5,2002.95,-398.4,8,-2227.76,-19.76,Low,34580.88,1263.24
0.06,-0.59,16.9,0.68,-7.64,-735.33,25.84,UK,3,1952.52,-560.43,4,-1692.66,-23.99,Very low,47374.59,0
0.03,-3.73,0.96,6.94,-10.06,-829.68,100.22,USA,3,2000.13,-219.12,2,-2307.5,-19.53,High,19231.2,549.05
0.29,-0.22,6.62,1.74,3.14,-919.41,204.22,Rest,2,697.2,-303.54,10,-2432.06,-18.37,High,8798.46,1061.1
0.05,5.44,5.24,12.53,-13.52,-851.01,82.36,USA,2,1706.31,-339.63,6,-2545.32,-15.8,Very high,6593.01,1117.57
0.01,2.45,16.36,3.43,-3.96,-741.96,113.56,Europe,3,602.58,-552.33,14,-1664.52,-19.95,Low,27131.82,427.82
57.19,-3.51,9.54,1.26,-13.32,-827.85,74.48,UK,4,94.59,-321.99,4,-1822.3,-19.66,Medium,19952.67,1220.29
0.01,-7.58,5,2.64,-18.92,-1092.84,87.48,USA,1,2123.37,-379.92,18,-1662.04,-21.36,High,23254.65,0
1352.91,5.85,9.58,1.88,-7.66,-889.89,221.24,Rest,4,1218.15,-228.69,6,-1525.48,-24.75,Very high,27687.03,3694.77
0.33,6.85,5.14,4.83,-6.96,-814.74,120.56,USA,3,2824.23,-432,8,-1792.2,-21.64,Very low,15157.08,0
0.34,2.98,7.84,6.03,-10.6,-1053.81,84.6,USA,3,2290.53,-93.54,4,-2214.82,-12.48,Low,25207.26,255.84
0.09,-0.49,5.12,3.45,-11.1,-711.33,120.04,Europe,8,-521.94,-279.09,6,-1522.38,-20.38,Low,32878.23,1067.85
26.02,2.96,0.84,2.77,-7.22,-796.86,64.78,UK,5,563.13,-464.64,6,-2609.84,-14.16,High,50767.47,0
8.23,-1.27,15.92,5.99,-7.08,-672.06,194.24,Europe,3,2009.07,-330.21,6,-2081.46,-12.26,Medium,16580.13,1122.57
109.14,-4.34,7.08,6.89,-3.62,-813.69,170.98,Rest,5,1217.88,-394.95,0,-2049.98,-22.13,Medium,27497.4,3691.87
2.84,1.56,11.94,8.17,-10.52,-857.46,206.92,Europe,2,867.81,-229.17,12,-2645.06,-20.91,Low,33047.79,646.91
0.04,6.86,11.86,0.47,-11.76,-310.65,145.62,Europe,3,2090.46,-330.15,6,-2265.16,-20.87,Very high,39159.81,356.43
0.15,4.33,4.3,3.25,-9.16,-1138.26,66.26,Rest,7,-92.94,-460.44,8,-2145.86,-23.77,Very low,21161.52,318.33
2.58,0.88,10.38,0.18,0.24,-970.26,124.72,Rest,4,1729.11,-311.94,14,-815.66,-27.73,Medium,20332.62,701.35
30.31,-4.21,7.48,2.55,-11.16,-892.5,106.66,Rest,2,1972.74,-209.85,8,-2639.58,-23.14,Very high,19805.94,0
0.05,3.76,11.3,4.25,-21.28,-888.48,226.86,Europe,5,1918.77,-489.9,6,-2482.44,-22.03,Medium,23625.87,977.69
40.89,-1.91,19.46,3.53,-7.4,-946.08,89.58,UK,3,942.48,-488.52,10,-2432.62,-22.14,Low,34927.86,667.95
7.1,-3.68,13.08,1.95,-8,-738.6,114.14,Europe,9,623.28,-295.89,2,-2280.02,-19.82,High,7885.5,1323.82
29.68,-0.1,4.56,1.25,-8.14,-667.41,91.84,USA,4,1732.89,-305.67,10,-2909.54,-20.43,Low,20098.02,0
41.26,-0.32,12.8,3.27,-16.8,-778.83,142.14,Europe,3,1714.74,-399.45,8,-2106.24,-20.95,Very low,23353.08,207.95
75.83,-1.66,11.72,2.83,-7.92,-799.71,194.68,USA,7,2015.49,-225.33,6,-3005.34,-22.12,High,27689.58,1392.54
0.35,1.68,23.96,2.82,-14.12,-767.61,88.18,Rest,1,715.8,-387.96,8,-2615.72,-20.93,Low,47580.99,1070.68
0.51,1.43,6,1.21,-7.62,-909.63,112.84,Europe,0,2758.38,-216.81,6,-2807.98,-16.59,Low,19589.7,0
0.61,-2.67,9.72,1.53,-10.54,-806.58,104.18,USA,4,2559.87,-345.51,8,-1661.02,-19.41,High,21897.15,413.52
18.3,0.3,11.72,2.47,-7.84,-1658.25,109,Rest,5,1477.83,-345.03,8,-3121.08,-16.22,Very high,25387.95,539.15
3.21,3.37,1.9,10.21,-4.6,-882.24,141.7,Rest,2,2176.95,-335.46,6,-2099.56,-20.17,Low,25457.85,801.73
0.01,3.4,3.68,12.62,-5.08,-750.84,48.86,USA,2,1094.67,-378.09,10,-2659.52,-21.37,Very low,18758.94,0
1.62,4.11,16.54,6.47,-8.86,-1106.91,116.34,UK,4,847.44,-265.62,12,-2300.46,-22.02,Low,44407.86,1740.35
0.19,-4.62,19.5,4.73,-9.52,-814.74,83.3,Rest,6,915.84,-489.78,10,-2097.16,-15.77,Low,20084.61,2929.19
0.14,-7.92,2.84,3.59,-10.62,-805.38,95.7,Rest,5,1623.36,-443.22,2,-2686.54,-19.46,Very low,27142.44,0
1.08,-2.32,3.2,5.23,-1.42,-772.38,188.64,Rest,5,2409.72,-279.87,14,-2620.08,-20.5,Low,34721.94,0
1.78,1.34,0.66,2.45,-12.42,-835.35,229.92,Rest,5,254.64,-500.28,8,-1902.9,-19.74,High,-249.66,3256.3
0.14,1.38,9.22,2.98,-18.44,-1004.7,63.4,Europe,4,925.89,-317.52,6,-2173.52,-28.38,Low,28977.96,105.68
0.01,-6.72,7.2,4.11,-7.02,-762.87,182.32,Rest,4,627.27,-405.48,0,-1359.24,-11.99,Very low,20681.52,3656.19
