F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
-0.84,0.1,390,3.7,20,33.86,-7.12,297.86,6.1,9.88,-17.62,-36.32,25.65,-184.14,,True
22.89,2.26,60,-7.24,2,21.34,-0.36,118.86,1.15,13.03,-29.56,-23.32,0.42,-235.14,-7.15,False
-0.6,0.27,285,0.72,20,32.66,-9.22,137.86,7.8,5.78,-15.84,-36.32,20.85,-409.14,-8.81,True
1.71,0.3,750,1.12,20,32.16,-7.94,227.86,8.05,6.48,-25.1,-36.32,19.95,-19.14,-6.87,False
0.21,0.96,525,1.08,20,29.66,-9.08,102.86,11.95,9.2,-25.98,-26.32,21.15,-499.14,,False
6,-0.04,585,3.26,20,31.46,-4.26,297.86,12.75,7.12,-19.28,-46.32,21.9,-79.14,-7.37,False
2.13,-0.06,690,4.1,20,32.56,-8.98,167.86,14.35,5.74,-15.72,-36.32,20.4,-49.14,,False
17.58,0.64,72,-3.68,2,20.32,-0.26,82.86,1.82,10.72,-25.88,-23.32,2.97,-208.14,,True
0.3,0.6,45,6,20,31.76,-2.26,217.86,8.2,5.78,-23.1,-26.32,29.25,-424.14,,True
7.44,3.64,810,4.78,20,36.96,-5.64,312.86,8.4,4.93,-13.56,-26.32,26.1,-289.14,,False
-3.09,1.85,1095,6.86,20,36.86,-6.48,222.86,5.9,4.85,-13.22,-36.32,22.95,-469.14,-6.91,False
-1.98,2.63,1005,4.46,20,37.66,-11.12,192.86,8.7,6.43,-15.36,-26.32,18,-259.14,-6.33,False
6.9,2.11,285,-0.44,20,30.86,-3.66,252.86,5.3,7.8,-17.32,-26.32,19.5,-394.14,-6.74,False
0.39,1.5,390,2.6,20,31.56,-9.8,167.86,5.2,5,-13.96,-26.32,29.7,-244.14,-8.39,True
15.99,0.78,105,-4.58,2,20.22,-0.64,113.86,2.16,11.65,-26.34,-23.32,2.76,-190.14,,False
1.59,2.48,45,2.74,20,28.56,-6.8,177.86,5.2,8.57,-16.12,-26.32,27.3,-319.14,-6.32,False
12.12,1.51,48,-7,2,21.42,0.54,97.86,1,14.1,-25.68,-25.32,1.65,-205.14,-7.2,True
20.31,1.66,3,-5.4,2,21.34,-1.16,96.86,1.11,10.54,-28.7,-21.32,1.11,-274.14,,True
3.12,2.83,870,-0.78,20,29.56,-1.44,192.86,8.65,7.29,-21.34,-26.32,19.95,-229.14,,False
9.03,4.96,915,-1.5,20,30.16,-1.82,297.86,10.1,9.22,-20.6,-26.32,16.5,-409.14,-5.8,False
0.63,0.21,285,4.62,20,35.16,-8.9,252.86,10.2,5.96,-21.8,-36.32,17.1,-274.14,,True
12.69,3.06,18,-4.18,2,21.18,-0.72,92.86,1.66,10.72,-25.72,-21.32,2.34,-259.14,-8.68,True
-2.43,1.16,585,5.82,20,37.66,-6.84,167.86,6.95,6.55,-14.48,-26.32,25.05,-229.14,,True
4.95,-0.29,255,0.54,20,29.76,-2.38,272.86,9.55,7.11,-19.24,-46.32,22.2,-19.14,,False
2.07,1.11,630,5.42,20,33.66,-9.98,262.86,6.7,8.28,-14.32,-36.32,25.65,-4.14,-9.37,True
13.5,0.94,21,-3.24,0,21.04,-0.72,77.86,0.64,9.93,-23.12,-23.32,1.62,-211.14,-8.46,True
13.29,1.88,57,-3.94,2,21,-0.94,116.86,0.78,10.87,-23.9,-23.32,2.31,-190.14,,False
2.04,-0.32,900,-5.44,20,30.06,-3.64,227.86,13.6,6.8,-17.36,-36.32,26.4,25.86,-7.03,False
8.34,1.04,540,2,20,30.66,-3.4,282.86,7.25,7.32,-19.24,-26.32,18.6,-334.14,-6.09,False
14.76,1.45,12,-4.94,2,20.24,1.98,119.86,1.79,10.57,-25.06,-23.32,1.38,-193.14,-6.53,False
14.88,0.96,42,-5.5,2,20.98,-0.96,117.86,1.11,9.97,-25.38,-21.32,2.88,-229.14,-6.73,False
3.6,1.02,600,3,20,34.36,-8.22,307.86,7.3,8.51,-17.4,-36.32,18,-469.14,-6.11,False
15.15,2.83,9,-3.46,2,20.86,1.5,91.86,0.76,10.01,-27.44,-23.32,2.94,-181.14,,True
13.14,1.41,9,-6.6,2,21.14,4.38,101.86,0.66,13.93,-26.24,-21.32,2.58,-229.14,,True
2.97,-0.61,150,-2.9,20,30.56,-4.58,167.86,12.45,5.97,-15.82,-26.32,24.3,-289.14,-5.79,False
5.04,1.06,840,3.28,20,29.46,-3.36,147.86,6.65,6.17,-20.16,-36.32,22.2,-259.14,-7.65,False
-0.75,2.59,1020,6.74,20,37.76,-11.7,157.86,8.85,5.31,-17.8,-36.32,21.15,-349.14,-8.58,True
15.03,1.87,30,-9.12,2,20.62,-0.38,97.86,0.91,10.46,-23.74,-23.32,2.1,-238.14,,False
3.03,1,1125,6.16,20,38.36,-10.68,257.86,5.6,5.14,-13.82,-36.32,16.2,-19.14,,False
32.1,1.48,3,-4.96,2,21.24,4.4,100.86,0.26,9.9,-28.3,-25.32,2.37,-187.14,,True
13.29,2.09,33,-5.14,2,20.5,1.1,101.86,0.34,10.51,-24.64,-25.32,2.64,-190.14,,False
12.84,0.84,6,-3.64,2,21.26,5.44,105.86,1.3,10.12,-27.72,-21.32,0.63,-238.14,,False
-2.4,3.84,705,7.26,20,35.56,-9.88,112.86,6.8,7.52,-16.1,-36.32,24.15,-514.14,,True
16.41,0.86,168,-4.26,2,20.96,6.72,84.86,1.89,10.41,-25.7,-23.32,1.5,-205.14,,False
14.94,1.15,45,-6.76,2,21.52,-0.4,114.86,1.53,12,-26.66,-25.32,0.99,-196.14,,True
15.93,1.67,87,-4.84,2,21,2.3,115.86,1.33,9.99,-24.04,-21.32,2.07,-244.14,,False
7.35,1.36,705,-0.82,20,32.36,-2.1,212.86,14.85,6.11,-16.92,-46.32,19.2,-19.14,-7.89,False
7.11,1.03,360,4.08,20,31.36,-8.7,227.86,5.05,6.7,-15.1,-36.32,27.9,-394.14,,False
14.1,1.14,45,-10.5,2,21,2.6,115.86,1.38,11.24,-23.6,-21.32,2.58,-265.14,,True
10.74,0.2,1095,2.6,20,31.16,-6.92,232.86,15.35,7.01,-18.6,-46.32,16.05,40.86,-6.99,False
12.3,1.31,51,-9.14,2,21.1,-1.06,112.86,1.28,10.32,-24.14,-23.32,2.1,-193.14,-7.47,False
1.56,1.66,1080,2.3,20,31.86,-6.82,217.86,8.95,6.61,-16.2,-36.32,21.45,-439.14,-6.81,False
8.61,1.05,990,-0.36,20,30.36,-1.28,307.86,5.95,9.23,-21.34,-36.32,15.75,-169.14,-5.74,False
1.2,3.94,165,3.98,20,29.96,-7.4,307.86,9.75,6.37,-16.3,-36.32,28.2,-409.14,,False
15.45,1.59,72,-12.3,2,21.66,2.62,83.86,1.58,10.43,-29.36,-23.32,0.42,-244.14,-7.4,True
0.06,1,855,2.28,20,33.86,-10.28,122.86,6.25,5.5,-13.96,-36.32,19.8,-19.14,,True
5.16,2.36,990,3.8,20,31.96,-8.32,302.86,11.1,5.84,-16.46,-26.32,28.35,-439.14,-6.32,False
8.52,3.41,420,4.8,20,30.06,-7.76,102.86,5.3,6.48,-16.28,-46.32,23.1,-19.14,,True
1.41,1.81,555,3.58,20,32.76,-3.64,242.86,9.75,6.04,-15.8,-46.32,19.2,-124.14,-7.75,False
-2.61,2.6,915,6.22,20,35.46,-10.78,137.86,6.25,5.69,-14.46,-26.32,27.6,-244.14,-8,True
0.42,-0.13,810,1.44,20,31.76,-8.68,207.86,9.9,5.55,-17.8,-46.32,24.45,-64.14,-8.3,True
4.95,-0.74,300,3.2,20,31.96,-7.7,202.86,10.35,8.25,-23.2,-46.32,17.25,-94.14,-8.02,False
15.87,1.3,57,-9.44,2,20.58,4.2,117.86,1.8,10.86,-26.46,-23.32,1.56,-211.14,,False
11.94,1.38,180,-3.58,2,21.64,-0.12,103.86,2.18,10.34,-26.2,-23.32,1.83,-247.14,-8.35,True
17.01,2.41,45,-14,2,20.88,1.78,83.86,0.19,10.91,-24.08,-23.32,2.25,-268.14,,True
0.3,-0.23,720,1.54,20,35.66,-9.38,127.86,7.8,5.88,-22.14,-46.32,18.3,-109.14,,True
23.25,0.9,222,-4.6,2,21.34,-1.08,95.86,1.37,10.21,-26.8,-25.32,0.6,-166.14,,False
13.8,1.48,9,-5.58,2,21.66,-1.56,86.86,1.54,10.4,-23.96,-21.32,2.88,-253.14,,True
14.67,2.87,105,-6.02,2,21.18,1,83.86,0.55,10.12,-24.9,-25.32,0.06,-199.14,-7.12,False
12.9,1.66,15,-4.42,2,21.4,6.3,104.86,1.46,10.02,-29.88,-23.32,2.79,-247.14,,True
21.45,2.09,81,-6.28,2,20.96,1.82,97.86,0.45,10.94,-26.54,-25.32,0.12,-172.14,-7.44,False
12.84,1.53,18,-4.9,2,21.38,1.18,84.86,1.04,10.72,-25.66,-25.32,1.05,-199.14,-7.15,True
12.03,1.51,21,-7.12,2,21.36,-0.96,91.86,0.35,10.03,-25.48,-23.32,1.47,-241.14,-7.39,True
14.43,1.24,9,-3.88,0,20.98,-1.24,116.86,0.08,10.27,-24.4,-23.32,2.7,-178.14,,True
13.8,0.77,18,-8.14,2,21.36,1.86,103.86,0.38,10.78,-27.16,-25.32,2.19,-187.14,,True
27.03,0.86,75,-3.34,2,20.96,2.7,109.86,0.69,13.95,-25.74,-23.32,2.61,-157.14,,False
16.11,1.31,9,-8.6,2,21.58,5.3,83.86,1.39,11.02,-23.24,-23.32,1.59,-169.14,-9.12,True
5.7,1.17,105,-1.26,20,30.06,-9.2,137.86,6.15,9.54,-23.72,-46.32,23.1,-184.14,-6.59,False
12.39,1.13,9,-4.26,2,21.44,9.34,111.86,1.07,12.85,-33.36,-23.32,2.76,-259.14,-8.6,True
18.48,1.7,36,-9.22,2,20.42,1.28,116.86,1.53,11,-29.04,-25.32,1.77,-208.14,-7.05,False
0.36,0.35,330,1.98,20,35.46,-9.64,277.86,6.25,8.78,-17.04,-36.32,19.5,-424.14,-7.39,False
-0.06,0.13,345,-1.32,20,31.06,-9.3,202.86,12.15,6.7,-15.62,-26.32,23.85,-259.14,-6.39,False
11.25,-0.32,120,-0.28,20,30.46,-3.64,282.86,14.85,9.49,-22.06,-26.32,19.5,-319.14,-7.99,False
11.91,2.13,48,-3.9,2,21.66,0.92,86.86,0.6,12.49,-24.94,-23.32,1.41,-154.14,,True
5.94,-0.12,45,1.98,20,29.96,-4.72,187.86,6.15,7.69,-19.54,-46.32,15.15,-34.14,-5.26,False
14.76,0.47,3,-3.52,2,21.44,-0.96,81.86,1.35,10.07,-25.66,-25.32,3.09,-205.14,-7.43,True
0.48,1.48,645,1.1,20,32.06,-9.66,307.86,5,8.52,-16.1,-36.32,27.3,-244.14,,False
-2.91,0.43,960,5.98,20,38.26,-11.32,217.86,5,4.64,-14.48,-46.32,22.35,-109.14,,True
19.32,1.16,30,-7.2,2,20.72,-0.02,99.86,1.11,11.22,-23.86,-25.32,1.77,-196.14,-8.48,True
12.15,1.18,99,-5.36,2,21.4,1.02,85.86,0.59,11.65,-23.98,-23.32,0.45,-166.14,,False
12.69,1.11,45,-4.14,2,20.78,0.48,87.86,0.93,11.98,-23.82,-23.32,0.54,-196.14,-7.2,False
4.38,1.62,900,5.5,20,34.96,-9.38,292.86,7.05,5.87,-18.06,-36.32,21.75,-289.14,-6.32,False
1.59,-0.44,765,2.36,20,35.56,-7.7,292.86,8.75,8.13,-15.58,-46.32,16.2,-184.14,,False
4.74,0.17,300,2.4,20,31.06,-6.8,267.86,7.25,6.76,-17.22,-36.32,19.35,-139.14,-6.4,False
11.67,3.48,69,-4.72,0,21.74,-1.18,91.86,0.18,10.1,-25.76,-23.32,0.39,-160.14,-7.18,True
13.47,2.11,117,-9.94,2,21.14,-0.68,111.86,1.19,10.86,-26.94,-21.32,2.07,-265.14,-8.87,True
13.83,0.87,27,-5.8,2,21.62,-0.94,112.86,0.4,11.16,-24.78,-23.32,0.78,-223.14,-7.9,False
3.72,-0.73,60,4.72,20,30.66,-7.7,197.86,6.65,6.81,-16.42,-36.32,24,-139.14,-7.27,False
16.59,1.17,111,-5.94,2,20.54,-0.74,86.86,1.65,10.17,-23.88,-23.32,2.52,-163.14,-9.07,True
1.32,3.44,945,4.7,20,32.36,-5.4,267.86,8.15,5.97,-16.94,-46.32,24.75,-19.14,,False
12.39,0.78,39,-7.06,2,21.2,0.18,95.86,0.22,10.87,-24.7,-25.32,1.71,-163.14,,True
14.94,1.8,147,-5.18,2,21.4,-0.76,100.86,0.34,13.15,-28.52,-25.32,2.91,-169.14,-8.59,True
17.79,1.4,111,-6.98,2,21.3,8.32,83.86,1.99,11.37,-26.8,-25.32,2.52,-172.14,-9.32,True
13.26,0.88,75,-5.74,2,19.66,2.98,98.86,1.86,13.79,-28.6,-25.32,1.68,-190.14,,False
3.18,0.81,165,5.26,20,30.66,-9.28,197.86,7.85,7.04,-15.42,-36.32,27.15,-64.14,-6.84,False
14.04,0.76,114,-8.5,2,19.9,8.36,99.86,2.07,11.23,-25.52,-25.32,2.58,-184.14,-7.74,False
3.42,2.34,960,4,20,30.56,-3.36,107.86,6.05,6.79,-20.1,-26.32,16.8,-409.14,-5.28,False
19.44,2.79,27,-3.98,2,20.66,-0.48,113.86,1.46,16.05,-28.76,-23.32,1.83,-184.14,-7.77,False
0.12,4.25,600,3.84,20,32.46,-9.16,247.86,5.55,5.93,-16.04,-36.32,21.15,-64.14,-6.33,False
20.1,1.25,63,-8.56,2,21.52,6.76,116.86,1.35,11.16,-24,-23.32,2.46,-196.14,-9.57,True
3.06,-0.09,525,4.2,20,32.56,-9.3,212.86,11.6,6.56,-14.58,-36.32,23.7,-394.14,,True
18.93,1.92,18,-4.36,2,21.22,0.52,81.86,1.78,10.34,-26.02,-23.32,0.42,-268.14,,False
5.73,-0.44,570,-1.26,20,29.66,-3.8,287.86,11,8.03,-18.46,-36.32,22.05,-244.14,,False
6,0.55,630,2.9,10,31.76,-9.56,222.86,8.25,6.04,-15.58,-46.32,19.65,-94.14,-7.56,True
17.88,1.94,21,-4.36,2,21.52,-1.48,79.86,0.4,10.51,-24.4,-23.32,3,-256.14,,True
-0.12,1.22,795,3.14,20,34.16,-10.18,257.86,9.95,5.68,-14.22,-26.32,28.2,-244.14,-7.99,True
13.14,2.4,21,-6.46,2,21.32,1.34,105.86,0.97,10.55,-27.02,-25.32,1.59,-211.14,,True
-2.55,1.43,915,3.88,20,35.06,-9.98,307.86,7.15,6.17,-17.58,-26.32,27,-334.14,,False
-0.63,0.18,600,5.18,20,33.96,-8.1,147.86,5.3,5.83,-15.48,-36.32,22.05,-34.14,-8.73,True
4.95,2.44,990,1.72,20,31.06,-6.58,292.86,9.85,7.44,-26.32,-26.32,18.3,-484.14,,False
6.78,-0.54,675,4.68,20,30.96,-9.2,142.86,7.55,8.22,-16.78,-36.32,19.95,55.86,,False
12.15,1.64,1020,-0.84,20,30.16,-4.84,232.86,14.05,7.68,-22.08,-36.32,15.15,-439.14,-5.02,False
-2.22,-0.12,600,5.9,20,37.96,-9.18,277.86,6,4.98,-17.26,-46.32,19.2,-49.14,,True
-0.84,0.49,165,-0.3,20,32.86,-9.78,152.86,6.2,5.7,-15.7,-46.32,19.95,-124.14,,False
12.39,1.52,126,-3.4,2,21.64,-0.48,105.86,0.94,9.83,-23.26,-25.32,2.28,-184.14,-8.34,True
7.5,0.32,270,-1.18,20,30.96,-7.5,202.86,6,7.34,-19.06,-36.32,19.5,-259.14,,False
-2.55,0.26,255,5.22,20,33.86,-9.46,107.86,9.1,7.41,-14.26,-26.32,21.45,-304.14,,True
14.04,0.89,15,-3.94,2,21.44,12.46,111.86,0.96,11.18,-24.54,-23.32,0.69,-268.14,,False
-1.65,3.97,375,6.7,20,34.76,-8.3,92.86,6.45,5.02,-14.24,-36.32,20.7,-439.14,-8.96,True
0.06,-0.01,360,2.88,20,31.96,-6.7,167.86,8.8,5.91,-14.78,-36.32,24.15,-49.14,,True
2.34,2.39,30,2.14,20,30.86,-7.64,257.86,6.05,6.68,-23.6,-46.32,21.75,-49.14,-6.42,False
7.56,3.58,615,2.02,20,30.16,-1.54,262.86,7.25,7.06,-19.46,-26.32,21.15,-349.14,-5.08,False
-0.03,0.24,45,4.48,20,35.76,-9.38,162.86,5.05,5.94,-17.38,-36.32,15.3,-214.14,,True
3.75,1.15,360,2.8,20,30.86,-6.42,217.86,8.85,7.7,-17.46,-46.32,17.25,-139.14,,False
13.17,1.13,9,-7.32,2,20.64,1.46,80.86,0.52,9.87,-23.58,-21.32,2.7,-232.14,-8.47,True
13.92,-0.18,555,2.98,20,30.46,-8.94,177.86,10.6,6.54,-20.22,-36.32,26.25,10.86,-7.61,False
2.37,0.36,690,-3.68,20,33.76,-10.24,162.86,5.5,7.6,-14.2,-46.32,26.7,25.86,-9.17,True
13.05,2.61,39,-10.58,2,20.9,9.68,83.86,1.75,10.78,-25.7,-23.32,2.64,-178.14,,True
14.22,1.43,198,-7.82,2,21.14,0.8,94.86,1.31,13.9,-24.54,-25.32,1.98,-178.14,,True
13.23,0.89,30,-5.6,2,20.28,0.42,104.86,0.68,10.09,-25.78,-23.32,2.16,-178.14,,False
21,3.11,147,-6.18,2,21.58,5.24,111.86,1.11,10.04,-25.6,-23.32,2.76,-238.14,,True
15.33,4.07,120,-3.38,2,21.58,-0.84,83.86,0.26,10.54,-23.5,-25.32,0.09,-178.14,-7.99,True
3.66,1.53,1095,3.96,20,31.76,0.66,297.86,5.7,7.29,-20.68,-36.32,25.95,-34.14,,False
5.61,0.84,1035,-0.1,20,30.76,-5.62,297.86,9.4,8.15,-20.22,-46.32,18.6,55.86,,False
13.86,0.82,33,-8.38,2,21.44,0.62,112.86,0.95,11.51,-24.06,-25.32,1.86,-190.14,-9.61,True
22.08,2.25,57,-4.46,2,21.02,-0.62,80.86,1.34,13.21,-25.54,-23.32,1.74,-217.14,,True
14.94,0.75,39,-8.94,2,20.72,0.1,80.86,1.34,11.54,-25.4,-25.32,0.33,-199.14,-7.67,True
1.53,2.56,390,-2.06,20,35.36,-9.1,297.86,9.7,6.16,-16.5,-26.32,17.1,-454.14,,False
13.38,1.59,48,-5.44,2,20.7,4.7,95.86,1.18,11.07,-29.66,-23.32,1.11,-169.14,-6.37,False
12.42,0.92,0,-3.7,2,21.48,-0.72,81.86,1.57,14.62,-23.7,-20.32,0.33,-262.14,,True
13.77,2.16,129,-8.32,2,20.94,3.94,109.86,0.87,10.17,-24.72,-23.32,2.01,-217.14,-8.95,False
0.96,0.42,390,5.22,20,35.36,-10.58,277.86,7.25,6.15,-16.6,-36.32,22.2,-229.14,-8.67,True
13.29,1.87,30,-6.84,2,20.96,-0.38,117.86,1.6,10.64,-24.16,-23.32,2.01,-217.14,-8.65,False
0.6,0.52,885,4.46,20,30.36,-8.7,167.86,13.7,7.14,-16.26,-36.32,24.3,-319.14,-6.4,False
14.43,0.45,9,-8.76,2,21.5,-0.84,109.86,1.35,11.25,-24.84,-25.32,2.61,-166.14,,True
25.38,0.89,12,-4.9,2,20.32,-0.04,83.86,1.13,10.49,-27.8,-25.32,1.8,-154.14,-8.21,True
6.15,-0.5,375,4.44,20,30.36,-7.66,227.86,8.45,6.8,-18.46,-46.32,25.65,70.86,,False
-1.74,-0.05,990,6.2,20,35.66,-10.92,197.86,13.45,7.37,-15.14,-36.32,20.85,-214.14,,True
16.44,0.82,39,-8.76,2,20.84,-0.66,119.86,0.81,12.31,-27.4,-25.32,2.37,-175.14,,True
1.65,2.19,240,0.5,20,31.26,-5.3,177.86,7.75,7.72,-15.22,-46.32,24.6,-124.14,,False
0.21,0.01,195,5.24,20,37.16,-9.12,182.86,7.05,5.4,-14.84,-36.32,15.3,-229.14,-8.81,True
1.74,1.83,285,2.36,20,29.76,-6.42,122.86,10.2,6.53,-16.9,-36.32,18.3,-379.14,,False
5.73,0.24,255,0.7,20,29.46,-0.72,207.86,6.95,6.99,-20.16,-36.32,20.1,-364.14,-7.2,False
12.06,0.72,66,-3.34,2,21.14,-0.64,97.86,1.54,13.86,-25.24,-23.32,2.49,-208.14,-7.95,True
12.96,3.41,105,-4.66,2,21.56,-0.86,104.86,0.25,11.15,-26.48,-23.32,2.94,-271.14,-8.97,True
20.49,1.26,213,-3.44,2,21.16,1.74,93.86,0.56,13.15,-24.9,-25.32,2.31,-187.14,,True
14.37,3,39,-7.42,2,21.04,-0.98,77.86,1.41,13.62,-24.04,-23.32,0.84,-211.14,-8.84,True
8.55,1.42,1170,2,20,33.96,-5.94,162.86,6.35,7.81,-15.6,-46.32,16.95,-79.14,-6.05,False
7.14,1.06,330,2.52,20,29.56,-3.04,227.86,8.1,7.77,-17.94,-36.32,22.05,55.86,-6.41,False
-0.63,2.35,1035,-2.4,20,32.36,-2.24,97.86,11.3,5.96,-14.78,-26.32,17.55,-349.14,-7.46,False
27.15,1.11,0,-3.94,2,21.74,0.1,119.86,1.71,10.46,-23.78,-20.32,0.9,-256.14,-7.47,False
2.73,0.46,555,6.7,20,38.46,-10.7,207.86,10.95,6.93,-15.14,-36.32,15.15,-484.14,,True
1.53,-0.06,195,3.3,20,30.76,-8.24,257.86,8.5,7.07,-16.6,-36.32,24.45,-439.14,,False
11.97,1.17,75,-12.48,2,21.72,3.12,90.86,0.23,12.48,-33.88,-25.32,1.26,-163.14,,True
15.9,1.35,111,-6.88,2,21.52,0.54,120.86,1.53,11.43,-24.34,-21.32,3.03,-271.14,-7.68,True
-2.55,2.16,1005,4.98,20,32.36,-10.42,142.86,12.4,6,-14.68,-36.32,27,-484.14,,False
14.4,0.78,6,-7.88,2,20.94,-0.98,78.86,1.14,10.16,-25.2,-23.32,1.14,-253.14,-7.06,False
14.73,1.32,3,-4.54,2,21.22,0.24,105.86,1.88,10.09,-31.68,-25.32,0.33,-208.14,-8.29,True
17.43,2.38,144,-3.54,2,21.46,1.4,109.86,2.09,10.1,-38.74,-25.32,1.56,-202.14,-8.53,True
13.02,1.4,87,-10.1,2,20.76,-0.08,110.86,1.02,11.19,-23.62,-21.32,2.91,-241.14,,True
2.73,-0.35,510,3.78,20,31.76,-7.74,132.86,13.7,6.42,-16.36,-26.32,18.9,-319.14,-7.18,False
3.78,-0.69,375,3.58,20,31.46,-8.24,132.86,12.4,7.94,-22.42,-36.32,15.45,-274.14,,False
16.44,1.7,171,-5.16,2,21.48,3.74,118.86,1.94,11.57,-23.92,-25.32,0.09,-184.14,-7.8,False
4.86,-0.17,180,1.52,20,30.66,-1.48,242.86,13.35,8.89,-19.68,-36.32,16.35,-64.14,,False
1.02,1.88,720,-1.22,20,31.86,-5.28,107.86,7.9,6.56,-16.78,-36.32,15.9,-169.14,-6.98,False
29.22,3.53,45,-3.92,2,20.7,1.16,97.86,1.44,10.09,-29.8,-21.32,1.89,-235.14,,False
12.39,1.63,108,-7.2,2,21.24,9.04,84.86,1.64,10.25,-29,-25.32,0.78,-175.14,,True
19.2,1.21,24,-4.94,2,20.66,2.38,85.86,0.17,12.67,-28.16,-25.32,1.62,-178.14,,False
15.06,2.99,9,-6.84,2,20.62,1.14,115.86,1.33,10.3,-36.14,-21.32,1.89,-244.14,,False
13.98,2.68,147,-4.06,0,20,2.04,90.86,1.86,10.76,-26.94,-23.32,1.77,-226.14,-8.12,False
0.15,-0.17,615,3.86,20,36.16,-4.28,277.86,6.75,6.17,-17.66,-36.32,18.6,100.86,,True
14.46,4.85,66,-3.88,2,21.36,0.24,114.86,0.97,10.47,-26.24,-21.32,1.11,-238.14,,True
-0.12,0.14,495,3.68,20,33.96,-5.5,317.86,5.4,6.43,-15.96,-46.32,24.9,100.86,,False
16.98,2.61,6,-6.66,2,20.76,1.9,96.86,1.23,10.3,-24.08,-25.32,0.12,-208.14,,False
12.3,1.48,48,-4.34,2,21.54,-0.4,114.86,0.09,10.41,-26.26,-23.32,1.26,-169.14,,False
14.43,2.25,141,-5.96,2,21.26,-0.52,92.86,1.84,10.21,-24.04,-23.32,0.36,-220.14,-8.32,False
13.83,2.77,87,-4.28,2,20.98,-0.4,94.86,0.05,11.85,-23.98,-25.32,2.13,-181.14,,False
13.89,1.1,60,-4.92,0,21.56,-0.8,92.86,2.04,10.56,-22.98,-21.32,2.37,-247.14,,True
-2.88,2.19,495,5.66,10,30.36,-8.6,177.86,7.75,6.08,-17.56,-36.32,28.8,-484.14,,True
13.11,0.85,9,-3.68,2,20.74,-0.04,107.86,1.23,10.29,-24.74,-21.32,2.31,-253.14,,False
20.82,1.48,21,-9.48,2,20.28,7.82,108.86,1.32,10.56,-24.9,-23.32,1.56,-259.14,-7.13,False
18.81,0.88,90,-3.28,2,20.56,-0.28,73.86,1.02,11.68,-23.92,-23.32,3,-199.14,-7.21,True
2.43,1.31,240,4.06,20,34.86,-8.08,282.86,10.6,6.57,-16.1,-36.32,15,-244.14,-8.16,False
0.93,0.63,960,5.26,20,31.66,-10.48,137.86,9.3,10.45,-16.88,-36.32,25.05,-169.14,,False
12.57,0.29,21,-8.08,2,20.48,4.32,91.86,1.59,10.77,-25.02,-25.32,2.67,-169.14,,True
12.78,1.36,150,-4.72,0,21.32,7.68,107.86,0.66,11.79,-23.24,-25.32,2.7,-196.14,,True
0.96,1.8,825,5.28,20,37.66,-9.66,302.86,10.5,6.67,-15.86,-26.32,20.1,-304.14,,False
12.75,0.63,84,-5.76,2,21.2,-1.04,118.86,1.81,10.13,-24.82,-23.32,2.58,-202.14,-9.02,True
21.09,2.46,15,-6.3,2,21.36,0,94.86,1.02,10.52,-26.92,-25.32,0.96,-208.14,-8.66,True
1.2,2.89,150,0.12,20,31.86,-6.36,297.86,9.6,5.87,-15.54,-36.32,25.8,-424.14,-6.71,False
2.07,0.54,600,4.36,20,35.26,-9.64,297.86,10.1,9.19,-15.58,-36.32,21.15,-274.14,-8.08,True
18.87,1.22,60,-3.22,2,21.82,3.84,99.86,0.9,11.62,-25.24,-23.32,0.87,-241.14,,True
-3.12,2.45,795,2.72,20,33.06,-8.92,127.86,8.55,4.86,-14.56,-26.32,26.85,-394.14,-7.03,False
16.74,1.34,33,-6.62,2,20.9,0.04,113.86,0.79,10.05,-25.12,-25.32,1.8,-205.14,-7.67,False
2.94,1.13,105,6.12,20,33.16,-6.26,192.86,7.15,5.44,-14.62,-26.32,29.4,-484.14,,True
13.02,2.4,27,-4.26,2,20.86,1,119.86,0.97,10.21,-25.24,-23.32,1.92,-178.14,,False
2.73,3.31,1080,0.52,20,32.36,-2.12,212.86,6.9,6.33,-16.48,-36.32,17.25,-94.14,-7.44,False
6.36,-0.76,555,2.54,20,29.06,-5.46,197.86,13.15,7.03,-18.88,-36.32,22.2,70.86,-6.7,False
6.24,1.91,765,-0.76,20,32.16,-6.68,277.86,6.55,6.98,-20.06,-26.32,15.75,-319.14,-6.09,False
12.6,1.04,15,-5.48,2,20.4,-0.2,86.86,1.92,10.86,-25.9,-25.32,3,-208.14,,True
6.18,2.74,1095,3.94,20,33.86,-7.58,257.86,7.8,7.06,-17.46,-36.32,16.05,25.86,-5.71,False
12.45,2.23,78,-7.8,2,21.72,1.6,83.86,1.19,11.92,-24.14,-23.32,0.75,-187.14,,True
17.67,0.93,21,-4.86,2,21.58,0,92.86,0.6,11.75,-23.82,-23.32,1.8,-181.14,-8.25,True
-1.83,1.59,630,6.26,20,36.06,-7.36,217.86,6.25,5.53,-19.2,-26.32,21.15,-484.14,,False
2.7,1.58,45,-0.6,20,32.06,-8.12,287.86,6.55,7.13,-16.5,-36.32,21.3,-304.14,-6.57,False
20.64,0.76,99,-3.72,2,20.86,2.26,88.86,1.66,11.69,-24.58,-23.32,0.3,-220.14,-7,False
-3.15,1.55,1170,6.12,20,37.96,-12,257.86,5.05,4.77,-13.5,-36.32,28.65,-424.14,-6.39,False
